x1,x2,x3,y1,y2,y3,y4,y5,y6,y7,y8,y9,,,,,,,,,,,,,,
0.363557425,1.4114511,2.9,0.123389783,1.651618739,0.109721141,0.890278859,1.73E-20,0.145363664,4.98E-05,0.854586512,0.357830372,,,,,,,,,,,,,,
0.363557425,1.4114511,3,0.123385289,1.651623233,0.109660844,0.890339156,1.73E-20,0.145368072,4.77E-05,0.854584187,0.370155867,,,,,,,,,,,,,,
0.363557425,1.4114511,3.1,0.123381195,1.651627328,0.10960592,0.89039408,1.74E-20,0.145372086,4.58E-05,0.854582069,0.382481706,,,,,,,,,,,,,,
0.363557425,1.4114511,3.2,0.123377465,1.651631058,0.109555869,0.890444131,1.75E-20,0.145375744,4.41E-05,0.854580139,0.394807889,,,,,,,,,,,,,,
0.363557425,1.4114511,3.3,0.123374065,1.651634458,0.109510246,0.890489754,1.76E-20,0.145379079,4.25E-05,0.85457838,0.407134414,,,,,,,,,,,,,,
0.363557425,1.4114511,3.4,0.123370966,1.651637558,0.109468655,0.890531345,1.76E-20,0.145382118,4.11E-05,0.854576776,0.419461283,,,,,,,,,,,,,,
0.363557425,1.4114511,3.5,0.123368141,1.651640383,0.109430745,0.890569255,1.77E-20,0.145384888,3.98E-05,0.854575314,0.431788492,,,,,,,,,,,,,,
0.363557425,1.4114511,3.6,0.123365567,1.651642956,0.109396202,0.890603798,1.77E-20,0.145387412,3.86E-05,0.854573983,0.444116042,,,,,,,,,,,,,,
0.363557425,1.4114511,3.7,0.123363223,1.6516453,0.109364748,0.890635252,1.78E-20,0.145389711,3.75E-05,0.85457277,0.456443925,,,,,,,,,,,,,,
0.363557425,1.4114511,3.8,0.123361091,1.651647431,0.109336131,0.890663869,1.78E-20,0.145391801,3.65E-05,0.854571667,0.468772147,,,,,,,,,,,,,,
0.363557425,1.4114511,3.9,0.123359154,1.651649369,0.10931013,0.89068987,1.66E-20,0.145393701,3.56E-05,0.854570665,0.4811007,,,,,,,,,,,,,,
0.363557425,1.4114511,4,0.123357397,1.651651125,0.109286545,0.890713455,1.66E-20,0.145395424,3.48E-05,0.854569755,0.493429586,,,,,,,,,,,,,,
0.363557425,1.4114511,4.1,0.123355806,1.651652717,0.109265195,0.890734805,1.66E-20,0.145396984,3.41E-05,0.854568932,0.505758806,,,,,,,,,,,,,,
0.363557425,1.4114511,4.2,0.12335437,1.651654153,0.109245921,0.890754079,1.80E-20,0.145398392,3.34E-05,0.85456819,0.518088356,,,,,,,,,,,,,,
0.363557425,1.4114511,4.3,0.123353078,1.651655444,0.109228577,0.890771423,1.81E-20,0.145399659,3.28E-05,0.854567521,0.530418236,,,,,,,,,,,,,,
0.363557425,1.427863322,2.5,0.123407373,1.668013372,0.10995709,0.89004291,1.68E-20,0.143916295,5.74E-05,0.856026304,0.308518433,,,,,,,,,,,,,,
0.363557425,1.427863322,2.6,0.123401064,1.668019681,0.109872471,0.890127529,1.69E-20,0.143922427,5.45E-05,0.856023066,0.320842767,,,,,,,,,,,,,,
0.363557425,1.427863322,2.7,0.123395328,1.668025417,0.109795532,0.890204468,1.70E-20,0.143928001,5.19E-05,0.856020122,0.333167386,,,,,,,,,,,,,,
0.363557425,1.427863322,2.8,0.123390109,1.668030636,0.109725508,0.890274492,1.71E-20,0.143933074,4.95E-05,0.856017443,0.345492306,,,,,,,,,,,,,,
0.363557425,1.427863322,2.9,0.123385354,1.668035392,0.109661725,0.890338275,1.72E-20,0.143937695,4.73E-05,0.856015004,0.357817528,,,,,,,,,,,,,,
0.363557425,1.427863322,3,0.123381021,1.668039725,0.109603582,0.890396418,1.73E-20,0.143941907,4.53E-05,0.85601278,0.370143064,,,,,,,,,,,,,,
0.363557425,1.427863322,3.1,0.123377069,1.668043678,0.10955055,0.89044945,1.74E-20,0.143945748,4.35E-05,0.856010751,0.382468911,,,,,,,,,,,,,,
0.363557425,1.427863322,3.2,0.123373462,1.668047283,0.109502156,0.890497844,1.74E-20,0.143949253,4.18E-05,0.856008901,0.394795078,,,,,,,,,,,,,,
0.363557425,1.427863322,3.3,0.12337017,1.668050575,0.109457978,0.890542022,1.75E-20,0.143952452,4.03E-05,0.856007211,0.407121561,,,,,,,,,,,,,,
0.363557425,1.427863322,3.4,0.123367165,1.668053581,0.109417653,0.890582347,1.75E-20,0.143955372,3.90E-05,0.856005669,0.419448361,,,,,,,,,,,,,,
0.363557425,1.427863322,3.5,0.123364422,1.668056322,0.109380837,0.890619163,1.76E-20,0.143958038,3.77E-05,0.856004262,0.431775478,,,,,,,,,,,,,,
0.363557425,1.427863322,3.6,0.123361919,1.668058825,0.109347238,0.890652762,1.77E-20,0.143960471,3.66E-05,0.856002977,0.444102908,,,,,,,,,,,,,,
0.363557425,1.427863322,3.7,0.123359635,1.668061111,0.109316586,0.890683414,1.77E-20,0.143962691,3.55E-05,0.856001805,0.45643065,,,,,,,,,,,,,,
0.363557425,1.427863322,3.8,0.123357554,1.668063192,0.109288654,0.890711346,1.78E-20,0.143964713,3.45E-05,0.856000737,0.468758706,,,,,,,,,,,,,,
0.363557425,1.427863322,3.9,0.123355659,1.668065086,0.109263218,0.890736782,1.78E-20,0.143966555,3.37E-05,0.855999765,0.481087069,,,,,,,,,,,,,,
0.363557425,1.427863322,4,0.123353936,1.668066808,0.109240094,0.890759906,1.79E-20,0.143968229,3.29E-05,0.855998881,0.493415744,,,,,,,,,,,,,,
0.363557425,1.427863322,4.1,0.123352373,1.668068372,0.109219107,0.890780893,1.79E-20,0.143969748,3.22E-05,0.855998078,0.505744728,,,,,,,,,,,,,,
0.363557425,1.427863322,4.2,0.123350958,1.668069789,0.109200106,0.890799894,1.79E-20,0.143971124,3.15E-05,0.855997352,0.518074022,,,,,,,,,,,,,,
0.363557425,1.427863322,4.3,0.12334968,1.668071067,0.109182953,0.890817047,1.67E-20,0.143972366,3.09E-05,0.855996696,0.530403622,,,,,,,,,,,,,,
0.363557425,1.444275542,2.5,0.12340236,1.684430608,0.109889849,0.890110151,1.68E-20,0.142518874,5.46E-05,0.857426561,0.3085059,,,,,,,,,,,,,,
0.363557425,1.444275542,2.6,0.123396308,1.684436658,0.109808668,0.890191332,1.69E-20,0.142524704,5.18E-05,0.85742348,0.3208304,,,,,,,,,,,,,,
0.363557425,1.444275542,2.7,0.123390798,1.684442169,0.109734752,0.890265248,1.69E-20,0.142530011,4.93E-05,0.857420676,0.333155153,,,,,,,,,,,,,,
0.363557425,1.444275542,2.8,0.123385777,1.684447192,0.109667391,0.890332609,1.70E-20,0.142534848,4.70E-05,0.85741812,0.345480175,,,,,,,,,,,,,,
0.363557425,1.444275542,2.9,0.123381198,1.684451769,0.109605951,0.890394049,1.71E-20,0.142539259,4.50E-05,0.857415789,0.357805472,,,,,,,,,,,,,,
0.363557425,1.444275542,3,0.123377018,1.68445595,0.109549873,0.890450127,1.72E-20,0.142543284,4.31E-05,0.857413662,0.370131056,,,,,,,,,,,,,,
0.363557425,1.444275542,3.1,0.123373201,1.684459767,0.109498654,0.890501346,1.72E-20,0.142546961,4.13E-05,0.857411719,0.382456922,,,,,,,,,,,,,,
0.363557425,1.444275542,3.2,0.123369714,1.684463253,0.109451855,0.890548145,1.73E-20,0.14255032,3.97E-05,0.857409944,0.394783083,,,,,,,,,,,,,,
0.363557425,1.444275542,3.3,0.123366526,1.684466442,0.109409079,0.890590921,1.74E-20,0.14255339,3.83E-05,0.857408321,0.407109536,,,,,,,,,,,,,,
0.363557425,1.444275542,3.4,0.123363613,1.684469356,0.109369972,0.890630028,1.74E-20,0.142556197,3.70E-05,0.857406838,0.419436283,,,,,,,,,,,,,,
0.363557425,1.444275542,3.5,0.123360949,1.684472019,0.10933422,0.89066578,1.75E-20,0.142558763,3.58E-05,0.857405482,0.431763319,,,,,,,,,,,,,,
0.363557425,1.444275542,3.6,0.123358514,1.684474453,0.109301541,0.890698459,1.76E-20,0.142561108,3.46E-05,0.857404243,0.44409065,,,,,,,,,,,,,,
0.363557425,1.444275542,3.7,0.123356289,1.684476678,0.109271676,0.890728324,1.76E-20,0.142563251,3.36E-05,0.85740311,0.456418269,,,,,,,,,,,,,,
